ProductID,ProductName,Category,Material,Color,Price,Rating,Weight,ImageURL,StockQuantity,Brand
18,Metal Wardrobe,Living Room,Glass,White,763.92,4.0,50.6,http://example.com/image18.jpg,39,Restoration Hardware
19,Plastic Bed,Living Room,Glass,Green,252.09,4.8,122.5,http://example.com/image19.jpg,26,Restoration Hardware
20,Plastic Desk,Dining Room,Glass,Brown,1419.69,4.1,43.6,http://example.com/image20.jpg,43,West Elm
21,Fabric Sofa,Office,Metal,White,633.94,4.4,36.2,http://example.com/image21.jpg,36,Wayfair
22,Plastic Desk,Living Room,Glass,Yellow,574.27,4.0,124.7,http://example.com/image22.jpg,39,Ashley Furniture
23,Leather Stool,Outdoor,Fabric,Brown,1996.06,1.7,148.1,http://example.com/image23.jpg,61,West Elm
24,Metal Bench,Living Room,Glass,Red,1723.37,4.3,85.7,http://example.com/image24.jpg,16,Pottery Barn
25,Metal Bench,Outdoor,Leather,Black,845.48,1.8,45.3,http://example.com/image25.jpg,59,Pottery Barn
26,Wood Bed,Bedroom,Plastic,Brown,1961.51,4.6,62.8,http://example.com/image26.jpg,96,IKEA
27,Fabric Cabinet,Bedroom,Leather,Red,1317.72,2.8,29.7,http://example.com/image27.jpg,6,Wayfair
28,Wood Bench,Outdoor,Plastic,Transparent,1496.94,3.7,115.5,http://example.com/image28.jpg,98,IKEA
29,Leather Bed,Office,Leather,White,111.45,3.0,117.2,http://example.com/image29.jpg,56,Restoration Hardware
30,Fabric Wardrobe,Living Room,Metal,Blue,287.13,1.4,131.9,http://example.com/image30.jpg,8,Ashley Furniture
31,Leather Shelf,Living Room,Leather,Green,1284.52,2.2,8.9,http://example.com/image31.jpg,94,West Elm
32,Wood Desk,Bedroom,Metal,Yellow,1803.1,4.9,86.5,http://example.com/image32.jpg,27,Pottery Barn
33,Wood Dining Table,Outdoor,Metal,Blue,1266.3,4.8,36.1,http://example.com/image33.jpg,71,Wayfair
34,Leather Sofa,Living Room,Glass,Yellow,311.35,2.3,54.4,http://example.com/image34.jpg,27,Pottery Barn
35,Leather Office Chair,Living Room,Fabric,White,275.73,5.0,118.8,http://example.com/image35.jpg,89,Restoration Hardware
36,Plastic Stool,Office,Plastic,Yellow,1696.16,4.4,32.8,http://example.com/image36.jpg,46,IKEA
37,Fabric Desk,Dining Room,Glass,Black,321.64,3.4,97.6,http://example.com/image37.jpg,41,IKEA
38,Glass Shelf,Bedroom,Glass,Brown,1064.45,1.2,99.9,http://example.com/image38.jpg,79,West Elm
39,Metal Stool,Bedroom,Metal,Black,122.37,4.6,143.3,http://example.com/image39.jpg,25,Wayfair
40,Fabric Sofa,Dining Room,Metal,Blue,207.31,3.2,117.4,http://example.com/image40.jpg,86,Restoration Hardware
41,Metal Shelf,Living Room,Plastic,Green,1361.08,4.5,121.5,http://example.com/image41.jpg,18,Wayfair
42,Wood Dining Table,Office,Leather,Red,1393.9,4.3,82.1,http://example.com/image42.jpg,12,West Elm
43,Metal Sofa,Office,Leather,Green,715.87,4.3,32.1,http://example.com/image43.jpg,87,Restoration Hardware
44,Fabric Bed,Bedroom,Glass,White,470.44,3.8,66.7,http://example.com/image44.jpg,51,Restoration Hardware
45,Fabric Sofa,Office,Wood,White,1636.74,2.2,84.7,http://example.com/image45.jpg,39,IKEA
46,Glass Shelf,Dining Room,Wood,Black,473.35,2.3,103.4,http://example.com/image46.jpg,89,IKEA
47,Plastic Stool,Living Room,Leather,Red,1106.95,2.2,93.1,http://example.com/image47.jpg,10,IKEA
48,Fabric Desk,Dining Room,Wood,Black,1938.01,1.1,62.1,http://example.com/image48.jpg,94,Pottery Barn
49,Fabric Desk,Outdoor,Leather,Brown,338.31,3.3,43.5,http://example.com/image49.jpg,74,Ashley Furniture
50,Leather Stool,Bedroom,Metal,Transparent,1884.71,3.8,29.4,http://example.com/image50.jpg,98,IKEA
51,Leather Sofa,Office,Glass,Red,406.64,4.4,105.6,http://example.com/image51.jpg,77,Ashley Furniture
52,Metal Stool,Outdoor,Fabric,Transparent,1156.51,1.6,98.6,http://example.com/image52.jpg,54,Ashley Furniture
53,Leather Dining Table,Office,Glass,Green,785.17,3.2,104.7,http://example.com/image53.jpg,29,Wayfair
54,Fabric Office Chair,Living Room,Leather,Brown,1931.61,1.0,59.0,http://example.com/image54.jpg,41,West Elm
55,Wood Dining Table,Living Room,Leather,Yellow,583.41,1.4,43.0,http://example.com/image55.jpg,9,Pottery Barn
56,Plastic Sofa,Living Room,Glass,Yellow,829.33,1.2,115.2,http://example.com/image56.jpg,63,Ashley Furniture
57,Wood Shelf,Office,Plastic,Transparent,1966.58,3.9,117.2,http://example.com/image57.jpg,77,Pottery Barn
58,Leather Bed,Outdoor,Leather,Blue,1096.12,1.3,71.1,http://example.com/image58.jpg,37,Wayfair
59,Fabric Stool,Living Room,Wood,Green,1030.13,3.9,93.7,http://example.com/image59.jpg,14,IKEA
60,Metal Desk,Outdoor,Wood,Transparent,552.67,2.0,59.2,http://example.com/image60.jpg,73,Restoration Hardware
61,Leather Wardrobe,Office,Leather,Brown,1417.66,4.5,106.8,http://example.com/image61.jpg,72,Ashley Furniture
62,Wood Office Chair,Outdoor,Leather,Transparent,78.03,4.3,126.2,http://example.com/image62.jpg,39,West Elm
63,Plastic Dining Table,Office,Plastic,White,146.55,4.8,104.8,http://example.com/image63.jpg,40,Restoration Hardware
64,Glass Sofa,Office,Wood,Black,1218.75,4.5,79.3,http://example.com/image64.jpg,54,Wayfair
65,Glass Dining Table,Bedroom,Leather,Blue,716.27,4.7,71.5,http://example.com/image65.jpg,3,Pottery Barn
66,Metal Stool,Office,Leather,White,1908.97,4.4,98.1,http://example.com/image66.jpg,55,IKEA
67,Fabric Bench,Office,Plastic,White,1811.22,3.8,103.6,http://example.com/image67.jpg,33,Pottery Barn
68,Leather Stool,Dining Room,Plastic,Brown,1441.73,1.7,86.0,http://example.com/image68.jpg,96,West Elm
69,Leather Stool,Living Room,Glass,Black,1645.38,2.1,95.6,http://example.com/image69.jpg,71,Ashley Furniture
70,Plastic Bench,Bedroom,Plastic,Black,1351.3,1.9,19.0,http://example.com/image70.jpg,19,West Elm
71,Metal Office Chair,Bedroom,Fabric,Red,294.89,3.4,143.0,http://example.com/image71.jpg,34,Pottery Barn
72,Leather Sofa,Bedroom,Wood,Green,1542.81,3.0,119.7,http://example.com/image72.jpg,78,Pottery Barn
73,Glass Stool,Dining Room,Glass,Blue,459.87,4.5,59.2,http://example.com/image73.jpg,50,Restoration Hardware
74,Wood Office Chair,Office,Fabric,Green,680.71,4.8,86.6,http://example.com/image74.jpg,47,West Elm
75,Plastic Stool,Living Room,Leather,Brown,1647.51,2.6,11.9,http://example.com/image75.jpg,46,West Elm
76,Plastic Bed,Outdoor,Leather,Blue,1096.22,3.0,11.0,http://example.com/image76.jpg,56,West Elm
77,Glass Cabinet,Office,Glass,Red,1726.88,4.9,41.4,http://example.com/image77.jpg,57,IKEA
78,Plastic Cabinet,Dining Room,Plastic,Transparent,465.42,2.1,105.0,http://example.com/image78.jpg,83,Pottery Barn
79,Plastic Desk,Office,Leather,White,1235.17,4.2,128.6,http://example.com/image79.jpg,51,Wayfair
80,Wood Desk,Office,Metal,Blue,213.39,1.9,86.1,http://example.com/image80.jpg,54,IKEA
81,Wood Desk,Dining Room,Glass,Green,1303.97,3.7,82.2,http://example.com/image81.jpg,90,IKEA
82,Fabric Desk,Bedroom,Fabric,White,1536.94,2.0,63.3,http://example.com/image82.jpg,81,IKEA
83,Metal Office Chair,Bedroom,Glass,Brown,1190.62,4.5,28.4,http://example.com/image83.jpg,28,Restoration Hardware
84,Metal Office Chair,Living Room,Wood,Green,569.15,3.2,22.2,http://example.com/image84.jpg,19,Wayfair
85,Glass Dining Table,Living Room,Plastic,Transparent,111.12,1.7,115.3,http://example.com/image85.jpg,27,West Elm
86,Wood Sofa,Bedroom,Plastic,Brown,282.93,1.9,139.5,http://example.com/image86.jpg,48,Restoration Hardware
87,Metal Bed,Outdoor,Glass,Yellow,1263.49,3.0,71.5,http://example.com/image87.jpg,19,Pottery Barn
88,Leather Wardrobe,Office,Leather,Transparent,1872.12,4.8,100.6,http://example.com/image88.jpg,97,Ashley Furniture
89,Wood Office Chair,Outdoor,Leather,Transparent,452.74,4.1,137.6,http://example.com/image89.jpg,51,Restoration Hardware
90,Glass Bed,Office,Metal,White,1483.3,3.0,18.1,http://example.com/image90.jpg,7,Ashley Furniture
91,Metal Cabinet,Bedroom,Metal,Brown,1739.58,2.4,116.7,http://example.com/image91.jpg,29,Pottery Barn
92,Plastic Bench,Living Room,Plastic,Brown,1065.72,3.2,94.4,http://example.com/image92.jpg,43,Wayfair
93,Wood Cabinet,Living Room,Metal,Blue,1355.07,4.0,91.8,http://example.com/image93.jpg,69,Ashley Furniture
94,Glass Office Chair,Outdoor,Fabric,Green,1639.28,4.1,47.4,http://example.com/image94.jpg,94,IKEA
95,Glass Wardrobe,Living Room,Metal,Yellow,558.32,2.3,104.2,http://example.com/image95.jpg,58,Restoration Hardware
96,Plastic Stool,Bedroom,Fabric,Brown,628.95,3.9,120.2,http://example.com/image96.jpg,8,Ashley Furniture
97,Fabric Wardrobe,Outdoor,Metal,Blue,51.22,3.6,21.4,http://example.com/image97.jpg,42,Pottery Barn
98,Plastic Stool,Office,Plastic,Yellow,1928.03,4.8,82.4,http://example.com/image98.jpg,76,IKEA
99,Leather Desk,Living Room,Plastic,Black,1839.21,4.7,19.7,http://example.com/image99.jpg,42,Ashley Furniture
100,Fabric Dining Table,Dining Room,Fabric,Black,1540.91,4.2,131.5,http://example.com/image100.jpg,13,Pottery Barn
101,Leather Sofa,Living Room,Glass,Yellow,204.2,3.9,78.6,http://example.com/image101.jpg,26,Wayfair
102,Plastic Bench,Office,Plastic,Black,922.63,2.1,122.2,http://example.com/image102.jpg,18,Pottery Barn
103,Wood Bench,Outdoor,Glass,Red,248.69,4.4,58.4,http://example.com/image103.jpg,42,Wayfair
104,Fabric Shelf,Office,Leather,Brown,81.04,2.7,23.1,http://example.com/image104.jpg,51,IKEA
105,Plastic Bed,Dining Room,Fabric,Red,1251.56,2.1,11.0,http://example.com/image105.jpg,84,Pottery Barn
106,Wood Wardrobe,Bedroom,Plastic,Green,1923.62,2.5,45.8,http://example.com/image106.jpg,16,West Elm
107,Metal Dining Table,Living Room,Wood,Brown,1810.59,4.3,40.4,http://example.com/image107.jpg,3,Restoration Hardware
108,Metal Shelf,Outdoor,Leather,Blue,1408.67,1.6,86.3,http://example.com/image108.jpg,91,West Elm
109,Wood Cabinet,Bedroom,Glass,Red,238.45,2.8,8.2,http://example.com/image109.jpg,79,West Elm
110,Wood Bed,Office,Plastic,Red,584.62,3.0,80.5,http://example.com/image110.jpg,98,West Elm
111,Fabric Shelf,Outdoor,Fabric,Green,674.11,1.1,61.8,http://example.com/image111.jpg,45,Restoration Hardware
112,Wood Sofa,Bedroom,Metal,Red,1538.14,1.8,88.7,http://example.com/image112.jpg,22,West Elm
113,Metal Bench,Outdoor,Wood,Transparent,1614.39,4.3,106.9,http://example.com/image113.jpg,23,Wayfair
114,Plastic Wardrobe,Dining Room,Glass,Blue,800.96,4.3,96.9,http://example.com/image114.jpg,59,Pottery Barn
115,Glass Desk,Dining Room,Leather,Black,864.87,2.2,147.8,http://example.com/image115.jpg,62,IKEA
116,Metal Wardrobe,Living Room,Fabric,Blue,136.79,4.5,25.0,http://example.com/image116.jpg,68,West Elm
117,Plastic Cabinet,Living Room,Wood,Transparent,613.82,4.1,67.3,http://example.com/image117.jpg,54,West Elm
118,Leather Bench,Dining Room,Fabric,Green,930.01,2.7,66.6,http://example.com/image118.jpg,57,IKEA
119,Plastic Stool,Outdoor,Plastic,Green,278.12,4.0,65.5,http://example.com/image119.jpg,23,IKEA
120,Wood Bench,Dining Room,Metal,Brown,933.87,4.8,101.3,http://example.com/image120.jpg,60,West Elm
121,Metal Desk,Living Room,Leather,Blue,1713.69,2.8,76.0,http://example.com/image121.jpg,73,Wayfair
122,Wood Sofa,Dining Room,Fabric,Yellow,1183.58,2.0,80.0,http://example.com/image122.jpg,88,IKEA
123,Wood Cabinet,Dining Room,Glass,Yellow,203.91,4.8,67.7,http://example.com/image123.jpg,85,Pottery Barn
124,Glass Wardrobe,Outdoor,Plastic,Green,423.76,3.4,148.8,http://example.com/image124.jpg,55,Pottery Barn
125,Plastic Dining Table,Bedroom,Plastic,Red,975.36,1.4,139.5,http://example.com/image125.jpg,80,Wayfair
126,Glass Shelf,Living Room,Leather,Green,754.9,3.3,49.6,http://example.com/image126.jpg,63,Restoration Hardware
127,Leather Sofa,Outdoor,Plastic,Green,749.52,3.0,21.2,http://example.com/image127.jpg,56,Ashley Furniture
128,Leather Cabinet,Dining Room,Glass,Green,1082.07,4.4,126.8,http://example.com/image128.jpg,55,Wayfair
129,Glass Office Chair,Dining Room,Fabric,Green,1189.57,3.1,149.6,http://example.com/image129.jpg,25,West Elm
130,Wood Cabinet,Bedroom,Leather,Yellow,1603.88,2.0,47.4,http://example.com/image130.jpg,26,Ashley Furniture
131,Leather Stool,Living Room,Plastic,Yellow,714.88,3.7,56.9,http://example.com/image131.jpg,49,West Elm
132,Leather Bed,Living Room,Plastic,Black,1620.66,3.2,141.5,http://example.com/image132.jpg,63,Pottery Barn
133,Fabric Desk,Office,Glass,Black,710.29,1.9,108.1,http://example.com/image133.jpg,45,IKEA
134,Leather Shelf,Living Room,Metal,Brown,158.09,3.3,47.9,http://example.com/image134.jpg,73,West Elm
135,Wood Desk,Bedroom,Metal,Green,1130.67,4.3,89.3,http://example.com/image135.jpg,79,Pottery Barn
136,Plastic Shelf,Office,Plastic,Yellow,1196.41,1.1,141.9,http://example.com/image136.jpg,39,Wayfair
137,Metal Stool,Office,Fabric,Blue,1872.35,3.5,122.7,http://example.com/image137.jpg,97,West Elm
138,Fabric Wardrobe,Dining Room,Leather,Transparent,1465.82,2.4,112.6,http://example.com/image138.jpg,65,Pottery Barn
139,Glass Bed,Dining Room,Plastic,Brown,1839.66,2.2,111.9,http://example.com/image139.jpg,69,IKEA
140,Leather Office Chair,Living Room,Wood,Yellow,1821.28,2.6,30.8,http://example.com/image140.jpg,56,West Elm
141,Glass Sofa,Office,Leather,Blue,1228.92,2.4,124.6,http://example.com/image141.jpg,9,Restoration Hardware
142,Plastic Dining Table,Dining Room,Metal,Green,1079.14,4.3,45.0,http://example.com/image142.jpg,70,Pottery Barn
143,Fabric Wardrobe,Bedroom,Plastic,White,1137.01,2.1,139.9,http://example.com/image143.jpg,28,West Elm
144,Wood Cabinet,Dining Room,Glass,Green,1957.75,3.9,57.9,http://example.com/image144.jpg,45,IKEA
145,Fabric Bench,Dining Room,Wood,Black,1557.68,1.4,129.4,http://example.com/image145.jpg,26,West Elm
146,Fabric Sofa,Office,Plastic,Transparent,257.22,4.8,43.6,http://example.com/image146.jpg,28,West Elm
147,Fabric Stool,Office,Fabric,Yellow,1567.94,3.5,79.6,http://example.com/image147.jpg,40,Restoration Hardware
148,Wood Bench,Outdoor,Wood,Yellow,382.55,3.8,20.5,http://example.com/image148.jpg,15,Pottery Barn
149,Leather Office Chair,Bedroom,Plastic,Red,922.33,2.2,100.7,http://example.com/image149.jpg,6,Ashley Furniture
150,Wood Cabinet,Office,Fabric,Transparent,460.4,2.6,126.2,http://example.com/image150.jpg,27,West Elm
151,Glass Office Chair,Living Room,Wood,Red,1394.69,1.9,109.2,http://example.com/image151.jpg,38,Ashley Furniture
152,Plastic Shelf,Bedroom,Fabric,Transparent,1760.75,4.7,80.9,http://example.com/image152.jpg,68,Wayfair
153,Wood Office Chair,Bedroom,Fabric,Black,616.21,3.0,11.5,http://example.com/image153.jpg,75,West Elm
154,Metal Sofa,Office,Wood,Red,209.92,3.5,140.3,http://example.com/image154.jpg,85,Ashley Furniture
155,Metal Sofa,Bedroom,Wood,Blue,632.06,3.9,107.3,http://example.com/image155.jpg,64,Wayfair
156,Wood Bench,Office,Fabric,Red,1361.11,2.5,113.2,http://example.com/image156.jpg,30,Restoration Hardware
157,Fabric Stool,Dining Room,Metal,Brown,691.08,3.9,120.2,http://example.com/image157.jpg,82,Pottery Barn
158,Leather Stool,Outdoor,Wood,Blue,592.32,3.7,113.4,http://example.com/image158.jpg,99,West Elm
159,Metal Sofa,Dining Room,Plastic,Brown,409.65,3.8,69.0,http://example.com/image159.jpg,3,Pottery Barn
160,Metal Shelf,Office,Leather,Green,1020.16,3.0,111.4,http://example.com/image160.jpg,62,Wayfair
161,Plastic Stool,Office,Glass,Transparent,588.1,2.5,95.6,http://example.com/image161.jpg,12,Pottery Barn
162,Fabric Dining Table,Dining Room,Fabric,Blue,1475.47,1.9,128.8,http://example.com/image162.jpg,91,Pottery Barn
163,Fabric Wardrobe,Living Room,Fabric,Transparent,199.41,4.3,121.4,http://example.com/image163.jpg,30,IKEA
164,Fabric Wardrobe,Living Room,Glass,Green,1344.86,3.4,11.0,http://example.com/image164.jpg,85,Wayfair
165,Wood Desk,Living Room,Metal,White,513.24,2.8,59.9,http://example.com/image165.jpg,38,Pottery Barn
166,Fabric Desk,Office,Glass,Yellow,1004.09,4.8,10.0,http://example.com/image166.jpg,85,Ashley Furniture
167,Wood Cabinet,Bedroom,Wood,Transparent,607.88,1.2,19.8,http://example.com/image167.jpg,60,Wayfair
168,Plastic Wardrobe,Office,Glass,Green,1459.4,4.4,92.2,http://example.com/image168.jpg,38,IKEA
169,Plastic Cabinet,Bedroom,Fabric,Transparent,1893.35,5.0,131.7,http://example.com/image169.jpg,15,West Elm
170,Fabric Office Chair,Dining Room,Glass,Green,1838.3,4.5,22.4,http://example.com/image170.jpg,18,Restoration Hardware
171,Wood Desk,Outdoor,Leather,Brown,1187.68,4.2,70.4,http://example.com/image171.jpg,52,Pottery Barn
172,Metal Dining Table,Bedroom,Plastic,Green,952.09,2.5,137.1,http://example.com/image172.jpg,29,Ashley Furniture
173,Plastic Bed,Living Room,Wood,Red,1645.69,1.9,123.1,http://example.com/image173.jpg,60,IKEA
174,Leather Dining Table,Office,Glass,White,1382.49,3.9,80.4,http://example.com/image174.jpg,21,Wayfair
175,Leather Wardrobe,Dining Room,Fabric,Transparent,407.95,2.2,116.9,http://example.com/image175.jpg,17,Restoration Hardware
176,Fabric Stool,Living Room,Plastic,Green,1650.79,1.7,80.8,http://example.com/image176.jpg,18,Restoration Hardware
177,Leather Dining Table,Dining Room,Wood,Green,886.32,4.1,27.9,http://example.com/image177.jpg,57,Pottery Barn
178,Leather Cabinet,Outdoor,Fabric,Transparent,418.52,2.3,23.1,http://example.com/image178.jpg,37,IKEA
179,Leather Stool,Office,Metal,Yellow,599.5,4.7,32.3,http://example.com/image179.jpg,60,IKEA
180,Wood Desk,Office,Leather,White,571.68,4.4,55.9,http://example.com/image180.jpg,38,Ashley Furniture
181,Glass Desk,Outdoor,Metal,White,1062.45,4.4,139.9,http://example.com/image181.jpg,12,West Elm
182,Fabric Bed,Office,Leather,Green,507.02,4.1,121.0,http://example.com/image182.jpg,75,West Elm
183,Metal Shelf,Bedroom,Glass,Blue,290.95,4.5,67.8,http://example.com/image183.jpg,84,West Elm
184,Fabric Dining Table,Dining Room,Wood,Brown,291.2,4.2,76.5,http://example.com/image184.jpg,73,Restoration Hardware
185,Fabric Wardrobe,Living Room,Glass,White,1187.39,3.4,43.5,http://example.com/image185.jpg,1,Restoration Hardware
186,Glass Dining Table,Outdoor,Leather,White,1482.78,2.2,107.1,http://example.com/image186.jpg,58,Wayfair
187,Leather Wardrobe,Bedroom,Leather,Black,676.99,4.6,121.4,http://example.com/image187.jpg,3,Restoration Hardware
188,Wood Desk,Living Room,Leather,Red,117.57,4.4,39.6,http://example.com/image188.jpg,63,Restoration Hardware
189,Metal Dining Table,Living Room,Plastic,White,298.09,2.9,11.1,http://example.com/image189.jpg,21,IKEA
190,Leather Desk,Outdoor,Fabric,Brown,1833.65,1.2,95.5,http://example.com/image190.jpg,23,Wayfair
191,Plastic Bed,Bedroom,Wood,Red,1012.41,3.6,86.6,http://example.com/image191.jpg,9,IKEA
192,Metal Sofa,Living Room,Glass,Red,934.47,1.2,63.3,http://example.com/image192.jpg,83,Ashley Furniture
193,Metal Cabinet,Living Room,Glass,Transparent,124.2,4.7,98.4,http://example.com/image193.jpg,55,Ashley Furniture
194,Glass Bench,Bedroom,Metal,Transparent,1470.84,4.8,84.8,http://example.com/image194.jpg,19,Wayfair
195,Glass Bench,Office,Leather,Transparent,1079.73,1.8,41.3,http://example.com/image195.jpg,62,Wayfair
196,Wood Bench,Living Room,Leather,Transparent,444.06,3.7,62.7,http://example.com/image196.jpg,87,Restoration Hardware
197,Glass Cabinet,Dining Room,Leather,Black,264.64,1.4,67.1,http://example.com/image197.jpg,91,Ashley Furniture
198,Fabric Sofa,Bedroom,Glass,White,797.61,3.9,132.6,http://example.com/image198.jpg,91,Pottery Barn
199,Leather Stool,Living Room,Metal,Transparent,1682.47,2.4,144.3,http://example.com/image199.jpg,39,West Elm
200,Plastic Dining Table,Outdoor,Fabric,Green,1737.32,3.7,134.5,http://example.com/image200.jpg,76,Restoration Hardware
201,Glass Dining Table,Dining Room,Plastic,Blue,1225.55,2.5,109.3,http://example.com/image201.jpg,27,West Elm
202,Plastic Cabinet,Living Room,Wood,Transparent,1468.7,1.6,89.8,http://example.com/image202.jpg,46,Ashley Furniture
203,Fabric Sofa,Dining Room,Fabric,White,274.55,2.6,104.9,http://example.com/image203.jpg,34,West Elm
204,Metal Bench,Dining Room,Glass,Transparent,1196.85,1.5,141.2,http://example.com/image204.jpg,33,Pottery Barn
205,Fabric Bench,Office,Plastic,Black,1350.58,3.3,41.2,http://example.com/image205.jpg,92,Pottery Barn
206,Glass Wardrobe,Dining Room,Plastic,Brown,441.39,1.2,82.6,http://example.com/image206.jpg,95,IKEA
207,Metal Cabinet,Office,Plastic,Brown,1766.3,3.1,105.0,http://example.com/image207.jpg,96,Wayfair
208,Leather Shelf,Bedroom,Leather,White,430.24,4.5,103.5,http://example.com/image208.jpg,50,West Elm
209,Plastic Stool,Office,Wood,Green,661.28,4.4,41.6,http://example.com/image209.jpg,20,Pottery Barn
210,Leather Dining Table,Outdoor,Glass,Brown,1260.09,4.5,90.1,http://example.com/image210.jpg,40,Wayfair
211,Fabric Desk,Living Room,Glass,Yellow,1294.78,4.7,120.4,http://example.com/image211.jpg,99,Wayfair
212,Glass Bed,Bedroom,Plastic,Brown,1413.8,1.4,73.9,http://example.com/image212.jpg,95,IKEA
213,Leather Stool,Bedroom,Glass,Blue,268.42,1.5,120.0,http://example.com/image213.jpg,58,Wayfair
214,Glass Shelf,Outdoor,Wood,White,1706.46,3.2,57.2,http://example.com/image214.jpg,31,Wayfair
215,Metal Office Chair,Office,Wood,Green,1089.05,4.6,141.1,http://example.com/image215.jpg,38,Restoration Hardware
216,Metal Wardrobe,Living Room,Metal,White,969.08,4.9,82.4,http://example.com/image216.jpg,86,Ashley Furniture
217,Leather Dining Table,Office,Metal,Brown,1963.14,1.2,91.4,http://example.com/image217.jpg,45,IKEA
218,Fabric Wardrobe,Dining Room,Fabric,Brown,1493.74,2.4,9.5,http://example.com/image218.jpg,41,IKEA
219,Fabric Sofa,Office,Wood,Brown,280.11,1.9,29.7,http://example.com/image219.jpg,9,West Elm
220,Wood Office Chair,Bedroom,Wood,Red,1525.25,4.0,96.8,http://example.com/image220.jpg,9,Wayfair
221,Plastic Cabinet,Living Room,Wood,Black,235.74,3.6,65.9,http://example.com/image221.jpg,63,West Elm
222,Metal Shelf,Office,Metal,Transparent,103.57,1.5,78.7,http://example.com/image222.jpg,79,Restoration Hardware
223,Fabric Bench,Living Room,Plastic,Yellow,837.07,2.9,14.1,http://example.com/image223.jpg,77,Pottery Barn
224,Leather Bed,Living Room,Plastic,Black,1987.48,3.7,125.9,http://example.com/image224.jpg,22,Wayfair
225,Wood Sofa,Dining Room,Glass,White,391.02,4.1,118.8,http://example.com/image225.jpg,16,Pottery Barn
226,Metal Wardrobe,Dining Room,Plastic,Yellow,1361.66,1.1,31.9,http://example.com/image226.jpg,32,Ashley Furniture
227,Leather Dining Table,Bedroom,Leather,Blue,388.12,4.6,97.0,http://example.com/image227.jpg,66,Restoration Hardware
228,Wood Sofa,Outdoor,Metal,Transparent,1463.33,3.3,123.7,http://example.com/image228.jpg,90,Wayfair
229,Leather Office Chair,Living Room,Wood,Blue,1035.44,4.2,97.9,http://example.com/image229.jpg,14,West Elm
230,Plastic Stool,Outdoor,Plastic,Green,1375.94,4.2,50.0,http://example.com/image230.jpg,38,West Elm
231,Metal Bench,Bedroom,Metal,Red,445.6,1.8,100.1,http://example.com/image231.jpg,98,Wayfair
232,Fabric Bed,Living Room,Plastic,White,1503.98,1.4,35.5,http://example.com/image232.jpg,8,West Elm
233,Plastic Cabinet,Living Room,Fabric,Red,1991.46,3.9,51.1,http://example.com/image233.jpg,21,Wayfair
234,Wood Bench,Outdoor,Wood,White,1348.02,1.6,39.8,http://example.com/image234.jpg,56,IKEA
235,Leather Bench,Office,Fabric,Blue,1012.29,4.4,85.8,http://example.com/image235.jpg,46,West Elm
236,Leather Bench,Dining Room,Wood,Blue,1850.19,3.9,20.7,http://example.com/image236.jpg,43,Wayfair
237,Wood Wardrobe,Office,Metal,Blue,80.91,4.4,140.3,http://example.com/image237.jpg,92,Wayfair
238,Fabric Stool,Outdoor,Glass,White,1473.35,2.2,53.4,http://example.com/image238.jpg,46,West Elm
239,Fabric Cabinet,Dining Room,Plastic,Brown,1783.06,2.3,36.8,http://example.com/image239.jpg,48,IKEA
240,Leather Dining Table,Office,Plastic,Blue,170.27,3.7,77.0,http://example.com/image240.jpg,70,West Elm
